state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
"Madhya Pradesh",Mandsour,"Minakshi Pandey",F,34,GEN,IND,Telephone,8332,1,8333,1626556
"Madhya Pradesh",Mandsour,"Sudhir Gautam",M,30,SC,IND,Cauliflower,7613,2,7615,1626556
"Madhya Pradesh",Mandsour,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,8563,5,8568,1626556
"Madhya Pradesh",Ratlam,"Kantilal Bhuria",M,64,ST,INC,Hand,437098,425,437523,1702576
"Madhya Pradesh",Ratlam,"Dileepsingh Bhuria",M,68,ST,BJP,Lotus,544453,1527,545980,1702576
"Madhya Pradesh",Ratlam,Babusingh,M,41,ST,BSP,Elephant,18471,14,18485,1702576
"Madhya Pradesh",Ratlam,"Comrade Lata Bhabor",F,42,ST,CPM,"Hammer, Sickle and Star",6072,6,6078,1702576
"Madhya Pradesh",Ratlam,"Iliyas Bhai Machar",M,30,ST,MNDP,Almirah,3581,0,3581,1702576
"Madhya Pradesh",Ratlam,"Kailash Vasuniya",M,36,ST,BMUP,Cot,3853,8,3861,1702576
"Madhya Pradesh",Ratlam,"Bherusingh Damor",M,67,ST,JD(U),Arrow,13108,8,13116,1702576
"Madhya Pradesh",Ratlam,"Enari Machar",M,32,ST,AAAP,Broom,6069,16,6085,1702576
"Madhya Pradesh",Ratlam,"Bhadiya Dawar",M,56,ST,IND,Kite,6638,0,6638,1702576
"Madhya Pradesh",Ratlam,"Meena Atul David",F,32,ST,IND,"Ceiling Fan",10979,0,10979,1702576
"Madhya Pradesh",Ratlam,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,30344,20,30364,1702576
"Madhya Pradesh",Dhar,"Ajay Rawat",M,27,ST,BSP,Elephant,14661,5,14666,1668441
"Madhya Pradesh",Dhar,"Umang Singhar",M,40,ST,INC,Hand,453805,254,454059,1668441
"Madhya Pradesh",Dhar,"Savitri Thakur",F,35,ST,BJP,Lotus,557816,571,558387,1668441
"Madhya Pradesh",Dhar,"Karan Burman Gareeb",M,38,ST,SamSP,"Electric Pole",11481,0,11481,1668441
"Madhya Pradesh",Dhar,"Bherulal Imliyar",M,37,ST,BMUP,Cot,3798,2,3800,1668441
"Madhya Pradesh",Dhar,"Dr. Hemlata Jamuna Devi",F,67,ST,AAAP,Broom,10636,47,10683,1668441
"Madhya Pradesh",Dhar,"Rama Singh Patel",M,70,ST,IND,Cauliflower,8302,1,8303,1668441
"Madhya Pradesh",Dhar,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,15431,6,15437,1668441
"Madhya Pradesh",Indore,"Dharamdas Ahirwar",M,40,SC,BSP,Elephant,7416,6,7422,2115303
"Madhya Pradesh",Indore,"Satyanarayan Patel",M,46,GEN,INC,Hand,387859,212,388071,2115303
"Madhya Pradesh",Indore,"Sumitra Mahajan (tai)",F,70,GEN,BJP,Lotus,854326,646,854972,2115303
"Madhya Pradesh",Indore,"Anil Trivedi",M,62,GEN,AAAP,Broom,35124,45,35169,2115303
"Madhya Pradesh",Indore,"P.t. Jagdish Chandra Bhatt",M,48,GEN,JMBP,"Pen Nib with Seven Rays",1352,0,1352,2115303
"Madhya Pradesh",Indore,"Dr. Neha Sharma",F,28,GEN,SP,Bicycle,1619,0,1619,2115303
"Madhya Pradesh",Indore,"Mamta Bhati",F,44,GEN,RAHM,FLUTE,578,1,579,2115303
"Madhya Pradesh",Indore,"Ramchandr Parmar",M,55,SC,BMUP,Cot,477,0,477,2115303
"Madhya Pradesh",Indore,"Harish Sahu",M,49,GEN,SamSP,"Electric Pole",400,0,400,2115303
"Madhya Pradesh",Indore,"Ajeet Kumar Jain Patwa (dharti Pakad)",M,59,GEN,IND,Coconut,553,1,554,2115303
"Madhya Pradesh",Indore,"Ghanshyam Chandel",M,50,SC,IND,"Ceiling Fan",598,0,598,2115303
"Madhya Pradesh",Indore,"Jameela Bi",F,47,GEN,IND,"Auto- Rickshaw",981,0,981,2115303
"Madhya Pradesh",Indore,Momd.tanveer,M,36,GEN,IND,"Basket containing Fruits",1576,0,1576,2115303
"Madhya Pradesh",Indore,"Parmanand Tolani",M,53,GEN,IND,Kite,1768,0,1768,2115303
"Madhya Pradesh",Indore,"Praveen Kumar Ajmera Jain",M,53,GEN,IND,Cauliflower,1867,0,1867,2115303
"Madhya Pradesh",Indore,"Mohammad Imtiyaz Khan",M,32,GEN,IND,"Sewing Machine",3862,0,3862,2115303
"Madhya Pradesh",Indore,"Ravi Sirwaiya",M,31,SC,IND,Bat,1356,0,1356,2115303
"Madhya Pradesh",Indore,"Rakesh Kumar Patel",M,40,GEN,IND,"Gas Cylinder",2528,0,2528,2115303
"Madhya Pradesh",Indore,"Ramchandra Vasaini (rama Seth)",M,57,GEN,IND,Telephone,3725,0,3725,2115303
"Madhya Pradesh",Indore,"Shakti Sudha Sharma",F,50,GEN,IND,Bottle,740,0,740,2115303
"Madhya Pradesh",Indore,"Syed Nizam Ahmed",M,37,GEN,IND,Hat,739,1,740,2115303
"Madhya Pradesh",Indore,"Santosh Kumar Deen Bandhu",M,48,GEN,IND,Envelope,517,0,517,2115303
"Madhya Pradesh",Indore,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,5935,9,5944,2115303
"Madhya Pradesh",Khargone,"Comrade Jyoti Gore",F,34,ST,CPI,"Ears of Corn And Sickle",25925,5,25930,1703272
"Madhya Pradesh",Khargone,"Naharsingh Richhuji Barde",M,60,ST,BSP,Elephant,8261,5,8266,1703272
"Madhya Pradesh",Khargone,"Ramesh Patel",M,40,ST,INC,Hand,391282,193,391475,1703272
"Madhya Pradesh",Khargone,"Subhash Patel",M,36,ST,BJP,Lotus,648766,588,649354,1703272
"Madhya Pradesh",Khargone,"Kailash Awasya",M,49,ST,AAAP,Broom,31216,6,31222,1703272
"Madhya Pradesh",Khargone,"Gangaram Pratap Gawle",M,37,ST,AMS,Coconut,8544,0,8544,1703272
"Madhya Pradesh",Khargone,"Kailash Patel",M,39,ST,IND,Batsman,7040,0,7040,1703272
"Madhya Pradesh",Khargone,"Gaffar Noor Mo.",M,49,ST,IND,"Black Board",8553,0,8553,1703272
"Madhya Pradesh",Khargone,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,22135,6,22141,1703272
"Madhya Pradesh",Khandwa,"Arun Subhash Chandra Yadav",M,40,GEN,INC,Hand,457184,459,457643,1759417
"Madhya Pradesh",Khandwa,"Nandkumar Singh Chouhan (nandu Bhaiya)",M,55,GEN,BJP,Lotus,716164,1193,717357,1759417
"Madhya Pradesh",Khandwa,"Sanjay S/o Laxman Solanki",M,32,SC,BSP,Elephant,13680,11,13691,1759417
"Madhya Pradesh",Khandwa,"Alok Agarwal",M,46,GEN,AAAP,Broom,16765,34,16799,1759417
"Madhya Pradesh",Khandwa,"Ishamuddin (ledar) Sayyadh",M,50,GEN,SAP,"Battery Torch",1134,0,1134,1759417
"Madhya Pradesh",Khandwa,"Ziauddin Inamdar",M,42,GEN,BMUP,Cot,1073,2,1075,1759417
"Madhya Pradesh",Khandwa,"Bhaiyalal Uikey",M,50,ST,GGP,Saw,1203,5,1208,1759417
"Madhya Pradesh",Khandwa,"Dr. Rameshsingh - Solanki",M,50,SC,PRSP,BUCKET,1235,0,1235,1759417
"Madhya Pradesh",Khandwa,"Vinod Kumar Bhagwan Birade",M,37,SC,RPI(A),"Sewing Machine",1782,1,1783,1759417
"Madhya Pradesh",Khandwa,"Sharif Rajgeer",M,37,GEN,ABVCP,Telephone,2252,3,2255,1759417
"Madhya Pradesh",Khandwa,"Kashinath Upadhyay",M,71,GEN,IND,Kite,2429,0,2429,1759417
"Madhya Pradesh",Khandwa,"Nandlal Singh Chouhan (nandu Bhaiya)",M,46,GEN,IND,Cauliflower,5290,17,5307,1759417
"Madhya Pradesh",Khandwa,"Nandlal Singh Chouhan",M,57,GEN,IND,"Auto- Rickshaw",6223,3,6226,1759417
"Madhya Pradesh",Khandwa,"Baba Abdul Hamid",M,75,GEN,IND,Coconut,12036,0,12036,1759417
"Madhya Pradesh",Khandwa,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,17146,3,17149,1759417
"Madhya Pradesh",Betul,"Ajay Shah "makrai"",M,58,ST,INC,Hand,314901,136,315037,1607831
"Madhya Pradesh",Betul,"Jyoti Dhurve",F,47,ST,BJP,Lotus,643318,333,643651,1607831
"Madhya Pradesh",Betul,"Sohan Lal Uikey",M,35,ST,BSP,Elephant,16460,1,16461,1607831
"Madhya Pradesh",Betul,"Kallushing Kumre",M,41,ST,GGP,Saw,4545,1,4546,1607831
"Madhya Pradesh",Betul,"Gabbar Sinh Warkade",M,28,ST,BMUP,Cot,3070,0,3070,1607831
"Madhya Pradesh",Betul,Fagram,M,42,ST,SWJP,"Black Board",4668,0,4668,1607831
"Madhya Pradesh",Betul,"Rajesh Sariyam",M,43,ST,AAAP,Broom,20614,13,20627,1607831
"Madhya Pradesh",Betul,"Bhupendra Singh Uikey",M,29,ST,IND,"Glass Tumbler",12933,0,12933,1607831
"Madhya Pradesh",Betul,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,26722,4,26726,1607831
Maharashtra,Nandurbar,"Gavit Manikrao Hodlya",M,80,ST,INC,Hand,471643,938,472581,1672943
Maharashtra,Nandurbar,"Dr.gavit Heena Vijaykumar",F,26,ST,BJP,Lotus,578166,1320,579486,1672943
Maharashtra,Nandurbar,"Vasave Amit Sheklal",M,34,ST,BSP,Elephant,12128,5,12133,1672943
Maharashtra,Nandurbar,"Arjunsing Divansing Vasave",M,48,ST,BBM,"Cup & Saucer",4710,2,4712,1672943
Maharashtra,Nandurbar,"Ranjit Jugla Padvi",M,35,ST,BMUP,Cot,3494,4,3498,1672943
Maharashtra,Nandurbar,"Virendra Ravaji Valvi",M,40,ST,AAAP,Broom,3505,6,3511,1672943
Maharashtra,Nandurbar,"Mahesh Jaysing Pawara",M,35,ST,IND,Kite,4387,2,4389,1672943
Maharashtra,Nandurbar,C.s.valvi,M,49,ST,IND,Television,6004,0,6004,1672943
Maharashtra,Nandurbar,"Adv.sobji Devalya Gavit",M,60,ST,IND,"Auto- Rickshaw",9184,0,9184,1672943
Maharashtra,Nandurbar,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,21163,15,21178,1672943
Maharashtra,Dhule,"Amrishbhai Rasiklal Patel",M,62,GEN,INC,Hand,397578,1149,398727,1675367
Maharashtra,Dhule,"Ishi Yogesh Yashwant",M,33,SC,BSP,Elephant,9885,12,9897,1675367
Maharashtra,Dhule,"Dr. Bhamre Subhash Ramrao",M,61,GEN,BJP,Lotus,526821,2629,529450,1675367
Maharashtra,Dhule,"Ansari Nihal Ah. Mohd. Haroon",M,57,GEN,AAAP,Broom,9287,52,9339,1675367
Maharashtra,Dhule,"Jagdane Ramesh Soma",M,54,SC,MPS(T),"Gas Cylinder",828,0,828,1675367
Maharashtra,Dhule,"Nihal Ah.ab.raheman Danewala",M,55,GEN,SP,Bicycle,1148,0,1148,1675367
Maharashtra,Dhule,"Mahemood Bhaijaan",M,35,GEN,AwVP,Candles,792,0,792,1675367
Maharashtra,Dhule,"Shaikh Mukhatar Ah. Mo. Qasim",M,50,GEN,WPOI,Kite,765,0,765,1675367
Maharashtra,Dhule,"Sambhaji Devidas Patil",M,47,GEN,BMUP,Cot,1147,2,1149,1675367
Maharashtra,Dhule,"Abdul Hamid Shaikh Habib",M,48,GEN,IND,"Cup & Saucer",914,0,914,1675367
Maharashtra,Dhule,"Mo. Ismail Jumman",M,54,GEN,IND,"Ceiling Fan",740,0,740,1675367
Maharashtra,Dhule,"Gazi Atezad Mubeen Khan",M,63,ST,IND,Bat,788,0,788,1675367
Maharashtra,Dhule,"Jafar Bapuji Pathan",M,65,GEN,IND,"Sewing Machine",1355,0,1355,1675367
Maharashtra,Dhule,"Deore Mahendra Tryambak",M,37,GEN,IND,Whistle,2091,0,2091,1675367
Maharashtra,Dhule,"Pinjari Jaynuddin Husen",M,32,GEN,IND,Coconut,1545,0,1545,1675367
Maharashtra,Dhule,"Dr Bhupesh Prakash Patil",M,30,GEN,IND,Balloon,6115,2,6117,1675367
Maharashtra,Dhule,"Ramesh Ragho More",M,53,SC,IND,"Air Conditioner",8057,0,8057,1675367
Maharashtra,Dhule,"Sayyad Mohammad Qayam",M,70,GEN,IND,Camera,1600,0,1600,1675367
Maharashtra,Dhule,"Sayyad Salim Sayyad Alim",M,42,GEN,IND,Almirah,5278,0,5278,1675367
Maharashtra,Dhule,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,2496,7,2503,1675367
Maharashtra,Jalgaon,"A.t. Nana Patil",M,52,GEN,BJP,Lotus,647387,386,647773,1707969
Maharashtra,Jalgaon,"Bagul V. T.(jibhau)",M,58,SC,BSP,Elephant,10835,3,10838,1707969
Maharashtra,Jalgaon,"Annasaheb Dr.satish Bhaskarrao Patil",M,56,GEN,NCP,Clock,264151,97,264248,1707969
Maharashtra,Jalgaon,"Abrar Beg Sarvar Beg Mirza",M,28,GEN,RPI,Candles,3212,0,3212,1707969
Maharashtra,Jalgaon,"Adv. Ashok Dagadu Shinde",M,32,SC,PRCP,Kite,1708,0,1708,1707969
Maharashtra,Jalgaon,"Asha Sahebrao Patil",F,38,GEN,MPS(T),"Ceiling Fan",1578,1,1579,1707969
Maharashtra,Jalgaon,"Nanaso M.p. Pagare",M,48,SC,RVNP,Ring,1916,1,1917,1707969
Maharashtra,Jalgaon,"More Ishwar Dayaram (ex-serviceman)",M,50,GEN,BMUP,Cot,2716,2,2718,1707969
Maharashtra,Jalgaon,"Ragib Ahmed Abdul Nabi Bahadur",M,36,GEN,SP,Bicycle,2675,0,2675,1707969
Maharashtra,Jalgaon,"Mamashri Suresh Patil (patrakar)",M,55,GEN,HJP,Coconut,958,0,958,1707969
Maharashtra,Jalgaon,"Dr. Sangram Gokulsingh Patil",M,37,GEN,AAAP,Broom,7377,13,7390,1707969
Maharashtra,Jalgaon,"Ashok Tarachand Patil",M,55,GEN,IND,Cauliflower,5801,0,5801,1707969
Maharashtra,Jalgaon,"Iqbal Raheman Deshmukh",M,48,GEN,IND,BELT,2246,0,2246,1707969
Maharashtra,Jalgaon,"Patil Sandip Yuvraj",M,28,GEN,IND,Television,2879,0,2879,1707969
Maharashtra,Jalgaon,"Dr.mubin A. Khalil A.",M,47,GEN,IND,Bat,1676,0,1676,1707969
Maharashtra,Jalgaon,"Lalit Gaurishankar Sharma",M,29,GEN,IND,"Cup & Saucer",8140,0,8140,1707969
Maharashtra,Jalgaon,"Vijay Bhimrao Nikam",M,25,SC,IND,"Auto- Rickshaw",9614,0,9614,1707969
Maharashtra,Jalgaon,"Satish Bhaskar Patil (nandgaon Bk)",M,28,GEN,IND,"Carrom Board",6157,0,6157,1707969
Maharashtra,Jalgaon,"Satish Bhaskar Patil (mudi Pra Dangri)",M,27,GEN,IND,Almirah,3998,0,3998,1707969
Maharashtra,Jalgaon,"Satish Bhaskar Patil (varkhedi)",M,30,GEN,IND,Pot,1537,0,1537,1707969
Maharashtra,Jalgaon,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,3260,8,3268,1707969
Maharashtra,Raver,"Khadase Raksha Nikhil",F,26,GEN,BJP,Lotus,605064,388,605452,1593389
Maharashtra,Raver,"Bhande Dashrath Motiram",M,65,ST,BSP,Elephant,29746,6,29752,1593389
Maharashtra,Raver,"Manishdada Jain",M,45,GEN,NCP,Clock,287271,113,287384,1593389
Maharashtra,Raver,"Khatik Mohammad Haroon",M,36,GEN,SP,Bicycle,4374,2,4376,1593389
Maharashtra,Raver,"Gaikwad Bhagwan Madhav",M,45,SC,PRCP,Kite,1206,0,1206,1593389
Maharashtra,Raver,"Manyar She. Sajid She. Kadar",M,26,GEN,MNDP,"Cup & Saucer",1606,0,1606,1593389
Maharashtra,Raver,"Rajeev Satyendra Sharma",M,47,GEN,AAAP,Broom,3751,5,3756,1593389
Maharashtra,Raver,"Wamanrao Madhav Sasane",M,53,SC,BMUP,Cot,1753,4,1757,1593389
Maharashtra,Raver,"Shaikh Mo. Asgar Sakhawat",M,72,GEN,RPI,Candles,821,0,821,1593389
Maharashtra,Raver,"Dnyaneshwar Amale-patil",M,31,GEN,AIFB,Lion,1220,0,1220,1593389
Maharashtra,Raver,"Ashok Tryambak Ingale",M,46,SC,IND,"Gas Cylinder",1131,0,1131,1593389
Maharashtra,Raver,"Dr. Ulhas Vasudeo Patil",M,54,GEN,IND,Television,21321,11,21332,1593389
Maharashtra,Raver,"Kadri Saniya Saiyed Ali",F,25,GEN,IND,Almirah,2657,1,2658,1593389
Maharashtra,Raver,"Govinda Narayan Gunjal",M,47,GEN,IND,"Battery Torch",2844,0,2844,1593389
Maharashtra,Raver,"Zagadya Purmya Pawara",M,42,ST,IND,Shuttle,3707,0,3707,1593389
Maharashtra,Raver,"Manishdada Satish Jain",M,39,GEN,IND,"Carrom Board",14599,0,14599,1593389
Maharashtra,Raver,"Mohan Shamrao Chavhan (manojsir Vardikar)",M,42,GEN,IND,"Ceiling Fan",8797,0,8797,1593389
Maharashtra,Raver,"D.d.wani (photographer) (dnyaneshwar Divakar Wani)",M,49,GEN,IND,Camera,3348,1,3349,1593389
Maharashtra,Raver,"Shaikh Shakir",M,32,GEN,IND,"Auto- Rickshaw",4009,0,4009,1593389
Maharashtra,Raver,"Shaikh Shahera Bi. Jainoddin Shaikh",F,26,GEN,IND,"Sewing Machine",1375,0,1375,1593389
Maharashtra,Raver,J.g.surwade,M,65,SC,IND,Coconut,1634,0,1634,1593389
Maharashtra,Raver,"Suresh Hiraman Ingale",M,47,SC,IND,Slate,1258,0,1258,1593389
Maharashtra,Raver,"Sonawane Vandana Shivaji",F,28,SC,IND,Bat,978,0,978,1593389
Maharashtra,Raver,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,4211,1,4212,1593389
Maharashtra,Buldhana,"Abdul Hafeez Abdul Aziz",M,32,GEN,BSP,Elephant,33777,6,33783,1595435
Maharashtra,Buldhana,"Ingle Krushanarao Ganpatrao",M,63,GEN,NCP,Clock,349534,32,349566,1595435
Maharashtra,Buldhana,"Jadhav Prataprao Ganpatrao",M,53,GEN,SHS,"Bow & Arrow",508972,173,509145,1595435
Maharashtra,Buldhana,"Parmeshwar Hiraman Gawai",M,59,SC,ARP,Batsman,6983,0,6983,1595435
Maharashtra,Buldhana,"Smt. Prabhatai Madhukar Parlewar",F,59,GEN,NRSN,FLUTE,1725,0,1725,1595435
Maharashtra,Buldhana,"Adv. Ravindra Dnyandeo Bhojane",M,38,SC,APoI,Coat,2448,0,2448,1595435
Maharashtra,Buldhana,"Ravindrasing Ramsing Pawar",M,42,GEN,LB,Slate,1265,0,1265,1595435
Maharashtra,Buldhana,"Vasantrao Sukhdev Dandage",M,61,GEN,SP,Bicycle,2750,0,2750,1595435
Maharashtra,Buldhana,"Sudhir Baban Surve",M,35,GEN,AAAP,Broom,3423,6,3429,1595435
Maharashtra,Buldhana,"Sandesh Ashok Ambedkar",M,33,GEN,BMUP,Cot,7923,4,7927,1595435
Maharashtra,Buldhana,"Commander (rtd) Ashok Raut",M,52,GEN,IND,Coconut,2077,0,2077,1595435
Maharashtra,Buldhana,"Krushnarao Ingle",M,73,GEN,IND,Bat,1785,2,1787,1595435
Maharashtra,Buldhana,"Chinchole Gangaram Kaluji",M,71,GEN,IND,Candles,1917,0,1917,1595435
Maharashtra,Buldhana,"Namdeo Pundlik Dongardive",M,47,SC,IND,Kite,6959,0,6959,1595435
Maharashtra,Buldhana,"Balasaheb Shankar Darade",M,30,GEN,IND,"Cup & Saucer",29783,10,29793,1595435
Maharashtra,Buldhana,"Sanjay Mahadev Wankhade",M,42,SC,IND,Television,4519,1,4520,1595435
Maharashtra,Buldhana,"Sambare Dinkar Tukaram",M,61,GEN,IND,"Pen Nib with Seven Rays",2006,0,2006,1595435
Maharashtra,Buldhana,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,10546,0,10546,1595435
Maharashtra,Akola,"Bhai B.c. Kamble",M,45,SC,BSP,Elephant,7855,3,7858,1672643
Maharashtra,Akola,"Dhotre Sanjay Shamrao",M,55,GEN,BJP,Lotus,455996,476,456472,1672643
Maharashtra,Akola,"Patel Hidayat Ulla Barkat Ulla",M,55,GEN,INC,Hand,253055,301,253356,1672643
Maharashtra,Akola,"Ajay Panjabrao Hingankar",M,44,GEN,AAAP,Broom,8069,7,8076,1672643
Maharashtra,Akola,"Ambedkar Prakash Yashwant",M,59,GEN,BBM,"Cup & Saucer",238669,107,238776,1672643
Maharashtra,Akola,"Shaikh Hameed Imam",M,58,GEN,BMUP,Cot,3989,2,3991,1672643
Maharashtra,Akola,"Sandip Kisanrao Wankhede",M,25,SC,IND,Kite,3756,0,3756,1672643
Maharashtra,Akola,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,6200,6,6206,1672643
Maharashtra,Amravati,"Adsul Anandrao Vithoba",M,66,SC,SHS,"Bow & Arrow",465363,1849,467212,1612739
Maharashtra,Amravati,"Gunwant Sudamrao Devpare",M,41,SC,BSP,Elephant,97928,272,98200,1612739
Maharashtra,Amravati,"Navneet Ravi Rana",F,28,SC,NCP,Clock,328556,724,329280,1612739
Maharashtra,Amravati,"Jyoti Gajanan Makode",F,39,SC,APoI,Coat,3719,5,3724,1612739
Maharashtra,Amravati,"Bhavna Bhavesh Wasnik",F,40,SC,AAAP,Broom,6383,41,6424,1612739
Maharashtra,Amravati,"Dr.rajendra Ramkrishna Gawai",M,55,SC,RPI,Kite,54204,74,54278,1612739
Maharashtra,Amravati,"Ramteke Ramesh Devidasrao",M,58,SC,RPI(KH),"Cup & Saucer",1441,1,1442,1612739
Maharashtra,Amravati,"Sunil David Amravati",M,36,SC,BMUP,Cot,1461,2,1463,1612739
Maharashtra,Amravati,"Athawaley Sanjay Hiramanji",M,51,SC,IND,"Ceiling Fan",1649,0,1649,1612739
Maharashtra,Amravati,"Ashatai Abhyankar Amravati",F,56,SC,IND,"Gas Cylinder",809,0,809,1612739
Maharashtra,Amravati,"Kirantai Dadarao Alias Kokubhau Kokate",F,30,SC,IND,"Sewing Machine",970,0,970,1612739
Maharashtra,Amravati,"Jyoti Sanjay Dewkar",F,35,SC,IND,"Gas Stove",1312,0,1312,1612739
Maharashtra,Amravati,"Dongre Priya Anil",F,28,SC,IND,Television,1734,0,1734,1612739
Maharashtra,Amravati,"Adv. Bandya Sane Alias Bandu Sampatrao Sane",M,48,SC,IND,"Black Board",3731,1,3732,1612739
Maharashtra,Amravati,"Manohar Baliram Sonone",M,66,SC,IND,Coconut,2489,0,2489,1612739
Maharashtra,Amravati,"Raju Mahadeorao Sonone",M,43,SC,IND,Whistle,10052,0,10052,1612739
Maharashtra,Amravati,"Raju S. Mankar",M,46,SC,IND,"Air Conditioner",7873,0,7873,1612739
Maharashtra,Amravati,"Vishwanath Gotuji Jamnekar",M,66,SC,IND,Batsman,2011,0,2011,1612739
Maharashtra,Amravati,"Sirsat Haridas Ankush",M,61,SC,IND,Slate,5266,2,5268,1612739
Maharashtra,Amravati,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,4112,27,4139,1612739
Maharashtra,Wardha,"Chetan Bhimraj Pendam",M,41,ST,BSP,Elephant,90792,74,90866,1564552
Maharashtra,Wardha,"Meghe Sagar Dattatraya",M,43,GEN,INC,Hand,321330,405,321735,1564552
Maharashtra,Wardha,"Ramdas Chandrabhanji Tadas",M,62,GEN,BJP,Lotus,536778,740,537518,1564552
Maharashtra,Wardha,"Ubale Shrikrushna Champatrao",M,67,GEN,ARP,Kite,6394,11,6405,1564552
Maharashtra,Wardha,"Dr. Ankush Vijayrao Nawale",M,28,GEN,SP,Bicycle,1851,7,1858,1564552
Maharashtra,Wardha,"Kishor Rambhau Kinkar",M,43,GEN,BMUP,Cot,2516,2,2518,1564552
Maharashtra,Wardha,"Narendra Chinduji Meshram",M,51,Gen,GGP,Saw,2626,1,2627,1564552
Maharashtra,Wardha,"Mohd. Alim Patel Mohd. Wahid",M,37,GEN,AAAP,Broom,15719,19,15738,1564552
Maharashtra,Wardha,"Arvind Shamrao Lillore",M,36,GEN,IND,"Black Board",614,0,614,1564552
Maharashtra,Wardha,"Jagdish Bhagwan Kadu",M,40,GEN,IND,"Pressure Cooker",853,0,853,1564552
Maharashtra,Wardha,"Tadas Vilas Krushnaji",M,39,GEN,IND,Cauliflower,2124,0,2124,1564552
Maharashtra,Wardha,"Deepaksingh Tryambakrao Deshmukh",M,60,GEN,IND,Bat,1122,0,1122,1564552
Maharashtra,Wardha,"Deshmukh Jaideep Rajendra",M,46,GEN,IND,Television,1431,0,1431,1564552
Maharashtra,Wardha,"Bhaskar Marotrao Neware",M,37,GEN,IND,"Battery Torch",3155,1,3156,1564552
Maharashtra,Wardha,"Manish Vinayakrao Telrandhe",M,43,GEN,IND,Shuttle,5127,0,5127,1564552
Maharashtra,Wardha,"Ravi Alias Shailesh Ganeshrao Yelne",M,38,GEN,IND,"Ceiling Fan",3881,0,3881,1564552
Maharashtra,Wardha,"Raut Jaganath Nilkanth",M,51,GEN,IND,"Cup & Saucer",2638,0,2638,1564552
Maharashtra,Wardha,"Shambaba Alias Shamsundar Panjabrao Nichit",M,46,GEN,IND,Whistle,3439,1,3440,1564552
Maharashtra,Wardha,"Shambharkar Rajendra Gulabrao",M,51,SC,IND,Slate,4436,0,4436,1564552
Maharashtra,Wardha,"Sachin Pandurangji Raut Alias Gurubhau",M,36,GEN,IND,"Gas Cylinder",1245,0,1245,1564552
Maharashtra,Wardha,"Sanjaybhau Narayanrao Chidam",M,40,ST,IND,Almirah,769,1,770,1564552
Maharashtra,Wardha,"None Of The Above",NULL,NULL,NULL,NOTA,NOTA,3338,5,3343,1564552
Maharashtra,Ramtek,"Kiran Prem Kumar Rodge (patankar)",F,53,SC,BSP,Elephant,94991,60,95051,1677266
Maharashtra,Ramtek,"Krupal Balaji Tumane",M,48,SC,SHS,"Bow & Arrow",519214,678,519892,1677266
Maharashtra,Ramtek,"Mukul Wasnik",M,54,SC,INC,Hand,343886,215,344101,1677266
Maharashtra,Ramtek,"Ganesh Bapurao Patil",M,32,SC,GGP,Bat,6219,3,6222,1677266
Maharashtra,Ramtek,"Chaware Maya Namdeo",F,44,SC,SP,Bicycle,2681,1,2682,1677266
Maharashtra,Ramtek,"Naresh Mahadeo Patil",M,43,SC,BMUP,Cot,2839,2,2841,1677266
Maharashtra,Ramtek,"Pankaj Sewakram Masurkar",M,35,SC,HJP,"Gas Cylinder",1450,3,1453,1677266
Maharashtra,Ramtek,"Pratap Goswami",M,49,SC,AAAP,Broom,25837,52,25889,1677266
Maharashtra,Ramtek,"Com. Bandu Ramchandra Meshram",M,46,SC,CPIM,Saw,1602,0,1602,1677266
Maharashtra,Ramtek,"Dhimati Vidya Kishor Bhimte",F,45,SC,APoI,Coat,3631,3,3634,1677266
Maharashtra,Ramtek,"Sandesh Bhivram Bhalekar",M,64,SC,AIFB,Lion,2424,0,2424,1677266
Maharashtra,Ramtek,"Dr. Sunilbhau Vishwanathji Narnavre",M,41,SC,RPI(KH),Kite,2309,1,2310,1677266
Maharashtra,Ramtek,"Dr. Sandeep Natthuji Nandeshwar",M,53,SC,BBM,"Cup & Saucer",2638,2,2640,1677266
Maharashtra,Ramtek,"Khobragade Chandrabhan Jairam",M,47,SC,IND,Television,2925,0,2925,1677266
Maharashtra,Ramtek,"Gurudas Uddhav Bawane",M,38,SC,IND,Coconut,3417,2,3419,1677266
Maharashtra,Ramtek,"Goutam Shriram Wasnik",M,39,SC,IND,Almirah,6352,1,6353,1677266
Maharashtra,Ramtek,"Dongre Ashok Namaji",M,52,SC,IND,"Auto- Rickshaw",3999,0,3999,1677266
